court,jurisdiction,name,year,published,unpublished
conn,S,Supreme Court of Connecticut,1999,427,0
conn,S,Supreme Court of Connecticut,2000,457,0
conn,S,Supreme Court of Connecticut,2001,491,0
conn,S,Supreme Court of Connecticut,2002,514,0
conn,S,Supreme Court of Connecticut,2003,500,0
conn,S,Supreme Court of Connecticut,2004,540,0
conn,S,Supreme Court of Connecticut,2005,589,0
conn,S,Supreme Court of Connecticut,2006,533,0
conn,S,Supreme Court of Connecticut,2007,606,0
conn,S,Supreme Court of Connecticut,2008,712,0
conn,S,Supreme Court of Connecticut,2009,576,0
conn,S,Supreme Court of Connecticut,2010,601,0
conn,S,Supreme Court of Connecticut,2011,466,0
conn,S,Supreme Court of Connecticut,2012,164,0
conn,S,Supreme Court of Connecticut,2014,179,0
conn,S,Supreme Court of Connecticut,2015,184,0
conn,S,Supreme Court of Connecticut,2016,349,0
conn,S,Supreme Court of Connecticut,2017,412,0
conn,S,Supreme Court of Connecticut,2018,351,0
conn,S,Supreme Court of Connecticut,2019,271,0
conn,S,Supreme Court of Connecticut,2020,110,0
conn,S,Supreme Court of Connecticut,2021,156,0
conn,S,Supreme Court of Connecticut,2022,155,0
conn,S,Supreme Court of Connecticut,2023,120,0
conn,S,Supreme Court of Connecticut,2024,135,0
conn,S,Supreme Court of Connecticut,2025,115,0
connappct,SA,Connecticut Appellate Court,1990,424,0
connappct,SA,Connecticut Appellate Court,1991,393,0
connappct,SA,Connecticut Appellate Court,1992,438,0
connappct,SA,Connecticut Appellate Court,1993,463,0
connappct,SA,Connecticut Appellate Court,1994,449,0
connappct,SA,Connecticut Appellate Court,1995,507,0
connappct,SA,Connecticut Appellate Court,1996,614,0
connappct,SA,Connecticut Appellate Court,1997,569,0
connappct,SA,Connecticut Appellate Court,1998,475,0
connappct,SA,Connecticut Appellate Court,1999,500,0
connappct,SA,Connecticut Appellate Court,2000,599,0
connappct,SA,Connecticut Appellate Court,2001,622,0
connappct,SA,Connecticut Appellate Court,2002,593,0
connappct,SA,Connecticut Appellate Court,2003,517,0
connappct,SA,Connecticut Appellate Court,2004,522,0
connappct,SA,Connecticut Appellate Court,2005,527,0
connappct,SA,Connecticut Appellate Court,2006,486,0
connappct,SA,Connecticut Appellate Court,2007,469,0
connappct,SA,Connecticut Appellate Court,2008,598,0
connappct,SA,Connecticut Appellate Court,2009,565,0
connappct,SA,Connecticut Appellate Court,2010,658,0
connappct,SA,Connecticut Appellate Court,2011,666,0
connappct,SA,Connecticut Appellate Court,2012,607,0
connappct,SA,Connecticut Appellate Court,2013,572,0
connappct,SA,Connecticut Appellate Court,2014,455,0
connappct,SA,Connecticut Appellate Court,2015,379,0
connappct,SA,Connecticut Appellate Court,2016,449,0
connappct,SA,Connecticut Appellate Court,2017,562,0
connappct,SA,Connecticut Appellate Court,2018,513,0
connappct,SA,Connecticut Appellate Court,2019,488,0
connappct,SA,Connecticut Appellate Court,2020,334,0
connappct,SA,Connecticut Appellate Court,2021,363,0
connappct,SA,Connecticut Appellate Court,2022,341,0
connappct,SA,Connecticut Appellate Court,2023,41,0
connappct,SA,Connecticut Appellate Court,2024,302,0
connappct,SA,Connecticut Appellate Court,2025,312,0
connsuperct,SA,Connecticut Superior Court,1990,25,1486
connsuperct,SA,Connecticut Superior Court,1991,29,3114
connsuperct,SA,Connecticut Superior Court,1992,28,3313
connsuperct,SA,Connecticut Superior Court,1993,28,3030
connsuperct,SA,Connecticut Superior Court,1994,38,3239
connsuperct,SA,Connecticut Superior Court,1995,28,3673
connsuperct,SA,Connecticut Superior Court,1996,30,3393
connsuperct,SA,Connecticut Superior Court,1997,31,3346
connsuperct,SA,Connecticut Superior Court,1998,34,3522
connsuperct,SA,Connecticut Superior Court,1999,37,3391
connsuperct,SA,Connecticut Superior Court,2000,29,3670
connsuperct,SA,Connecticut Superior Court,2001,21,3636
connsuperct,SA,Connecticut Superior Court,2002,27,3392
connsuperct,SA,Connecticut Superior Court,2003,40,948
connsuperct,SA,Connecticut Superior Court,2004,40,0
connsuperct,SA,Connecticut Superior Court,2005,29,0
connsuperct,SA,Connecticut Superior Court,2006,31,0
connsuperct,SA,Connecticut Superior Court,2007,35,0
connsuperct,SA,Connecticut Superior Court,2008,18,0
connsuperct,SA,Connecticut Superior Court,2009,15,0
connsuperct,SA,Connecticut Superior Court,2010,17,0
connsuperct,SA,Connecticut Superior Court,2011,18,0
connsuperct,SA,Connecticut Superior Court,2012,8,0
connsuperct,SA,Connecticut Superior Court,2013,7,0
connsuperct,SA,Connecticut Superior Court,2014,5,0
dc,S,District of Columbia Court of Appeals,1990,313,1
dc,S,District of Columbia Court of Appeals,1991,312,1
dc,S,District of Columbia Court of Appeals,1992,319,1
dc,S,District of Columbia Court of Appeals,1993,326,1
dc,S,District of Columbia Court of Appeals,1994,259,5
dc,S,District of Columbia Court of Appeals,1995,299,5
dc,S,District of Columbia Court of Appeals,1996,306,2
dc,S,District of Columbia Court of Appeals,1997,291,1
dc,S,District of Columbia Court of Appeals,1998,243,3
dc,S,District of Columbia Court of Appeals,1999,292,1
dc,S,District of Columbia Court of Appeals,2000,303,0
dc,S,District of Columbia Court of Appeals,2001,262,0
dc,S,District of Columbia Court of Appeals,2002,277,2
dc,S,District of Columbia Court of Appeals,2003,253,1
dc,S,District of Columbia Court of Appeals,2004,262,2
dc,S,District of Columbia Court of Appeals,2005,286,1
dc,S,District of Columbia Court of Appeals,2006,275,1
dc,S,District of Columbia Court of Appeals,2007,394,1
dc,S,District of Columbia Court of Appeals,2008,604,0
dc,S,District of Columbia Court of Appeals,2009,635,2
dc,S,District of Columbia Court of Appeals,2010,596,0
dc,S,District of Columbia Court of Appeals,2011,556,1
dc,S,District of Columbia Court of Appeals,2012,322,0
dc,S,District of Columbia Court of Appeals,2013,244,0
dc,S,District of Columbia Court of Appeals,2014,244,0
dc,S,District of Columbia Court of Appeals,2015,284,1
dc,S,District of Columbia Court of Appeals,2016,472,2
dc,S,District of Columbia Court of Appeals,2017,738,5
dc,S,District of Columbia Court of Appeals,2018,522,3
dc,S,District of Columbia Court of Appeals,2019,323,3
dc,S,District of Columbia Court of Appeals,2020,157,1
dc,S,District of Columbia Court of Appeals,2021,164,4
dc,S,District of Columbia Court of Appeals,2022,226,1
dc,S,District of Columbia Court of Appeals,2023,159,0
dc,S,District of Columbia Court of Appeals,2024,193,7
dc,S,District of Columbia Court of Appeals,2025,164,18
del,S,Supreme Court of Delaware,1990,73,0
del,S,Supreme Court of Delaware,1991,64,0
del,S,Supreme Court of Delaware,1992,72,0
del,S,Supreme Court of Delaware,1993,66,0
del,S,Supreme Court of Delaware,1994,54,0
del,S,Supreme Court of Delaware,1995,72,0
del,S,Supreme Court of Delaware,1996,89,0
del,S,Supreme Court of Delaware,1997,92,0
del,S,Supreme Court of Delaware,1998,75,0
del,S,Supreme Court of Delaware,1999,53,0
del,S,Supreme Court of Delaware,2000,73,0
del,S,Supreme Court of Delaware,2001,92,0
del,S,Supreme Court of Delaware,2002,80,0
del,S,Supreme Court of Delaware,2003,91,0
del,S,Supreme Court of Delaware,2004,96,0
del,S,Supreme Court of Delaware,2005,128,0
del,S,Supreme Court of Delaware,2006,129,0
del,S,Supreme Court of Delaware,2007,160,0
del,S,Supreme Court of Delaware,2008,389,0
del,S,Supreme Court of Delaware,2009,473,0
del,S,Supreme Court of Delaware,2010,473,0
del,S,Supreme Court of Delaware,2011,410,0
del,S,Supreme Court of Delaware,2012,240,0
del,S,Supreme Court of Delaware,2013,91,0
del,S,Supreme Court of Delaware,2014,330,0
del,S,Supreme Court of Delaware,2015,862,0
del,S,Supreme Court of Delaware,2016,1169,0
del,S,Supreme Court of Delaware,2017,1473,0
del,S,Supreme Court of Delaware,2018,1100,0
del,S,Supreme Court of Delaware,2019,826,0
del,S,Supreme Court of Delaware,2020,420,0
del,S,Supreme Court of Delaware,2021,386,0
del,S,Supreme Court of Delaware,2022,354,0
del,S,Supreme Court of Delaware,2023,398,0
del,S,Supreme Court of Delaware,2024,367,0
del,S,Supreme Court of Delaware,2025,467,0
delch,SA,Court of Chancery of Delaware,1990,7,0
delch,SA,Court of Chancery of Delaware,1991,16,0
delch,SA,Court of Chancery of Delaware,1992,11,0
delch,SA,Court of Chancery of Delaware,1993,10,0
delch,SA,Court of Chancery of Delaware,1994,8,0
delch,SA,Court of Chancery of Delaware,1995,19,0
delch,SA,Court of Chancery of Delaware,1996,16,0
delch,SA,Court of Chancery of Delaware,1997,17,0
delch,SA,Court of Chancery of Delaware,1998,21,0
delch,SA,Court of Chancery of Delaware,1999,39,0
delch,SA,Court of Chancery of Delaware,2000,36,0
delch,SA,Court of Chancery of Delaware,2001,31,0
delch,SA,Court of Chancery of Delaware,2002,26,0
delch,SA,Court of Chancery of Delaware,2003,34,0
delch,SA,Court of Chancery of Delaware,2004,35,0
delch,SA,Court of Chancery of Delaware,2005,26,0
delch,SA,Court of Chancery of Delaware,2006,39,0
delch,SA,Court of Chancery of Delaware,2007,38,0
delch,SA,Court of Chancery of Delaware,2008,38,0
delch,SA,Court of Chancery of Delaware,2009,16,0
delch,SA,Court of Chancery of Delaware,2010,23,0
delch,SA,Court of Chancery of Delaware,2011,18,0
delch,SA,Court of Chancery of Delaware,2012,20,0
delch,SA,Court of Chancery of Delaware,2013,17,0
delch,SA,Court of Chancery of Delaware,2014,158,0
delch,SA,Court of Chancery of Delaware,2015,239,0
delch,SA,Court of Chancery of Delaware,2016,167,0
delch,SA,Court of Chancery of Delaware,2017,216,0
delch,SA,Court of Chancery of Delaware,2018,217,0
delch,SA,Court of Chancery of Delaware,2019,231,0
delch,SA,Court of Chancery of Delaware,2020,272,0
delch,SA,Court of Chancery of Delaware,2021,273,0
delch,SA,Court of Chancery of Delaware,2022,318,0
delch,SA,Court of Chancery of Delaware,2023,310,0
delch,SA,Court of Chancery of Delaware,2024,319,0
delch,SA,Court of Chancery of Delaware,2025,314,0
delsuperct,SA,Superior Court of Delaware,1990,25,0
delsuperct,SA,Superior Court of Delaware,1991,14,0
delsuperct,SA,Superior Court of Delaware,1992,23,0
delsuperct,SA,Superior Court of Delaware,1993,11,0
delsuperct,SA,Superior Court of Delaware,1994,16,0
delsuperct,SA,Superior Court of Delaware,1995,21,0
delsuperct,SA,Superior Court of Delaware,1996,18,0
delsuperct,SA,Superior Court of Delaware,1997,21,0
delsuperct,SA,Superior Court of Delaware,1998,19,0
delsuperct,SA,Superior Court of Delaware,1999,21,0
delsuperct,SA,Superior Court of Delaware,2000,12,0
delsuperct,SA,Superior Court of Delaware,2001,17,0
delsuperct,SA,Superior Court of Delaware,2002,20,0
delsuperct,SA,Superior Court of Delaware,2003,15,0
delsuperct,SA,Superior Court of Delaware,2004,12,0
delsuperct,SA,Superior Court of Delaware,2005,20,0
delsuperct,SA,Superior Court of Delaware,2006,15,0
delsuperct,SA,Superior Court of Delaware,2007,9,0
delsuperct,SA,Superior Court of Delaware,2008,5,0
delsuperct,SA,Superior Court of Delaware,2009,6,0
delsuperct,SA,Superior Court of Delaware,2010,7,0
delsuperct,SA,Superior Court of Delaware,2011,1,0
delsuperct,SA,Superior Court of Delaware,2012,11,0
delsuperct,SA,Superior Court of Delaware,2013,5,0
delsuperct,SA,Superior Court of Delaware,2014,205,0
delsuperct,SA,Superior Court of Delaware,2015,349,0
delsuperct,SA,Superior Court of Delaware,2016,494,0
delsuperct,SA,Superior Court of Delaware,2017,558,0
delsuperct,SA,Superior Court of Delaware,2018,494,0
delsuperct,SA,Superior Court of Delaware,2019,560,0
delsuperct,SA,Superior Court of Delaware,2020,583,0
delsuperct,SA,Superior Court of Delaware,2021,471,0
delsuperct,SA,Superior Court of Delaware,2022,448,0
delsuperct,SA,Superior Court of Delaware,2023,587,0
delsuperct,SA,Superior Court of Delaware,2024,632,0
delsuperct,SA,Superior Court of Delaware,2025,540,0
fla,S,Supreme Court of Florida,1990,349,1
fla,S,Supreme Court of Florida,1991,388,0
fla,S,Supreme Court of Florida,1992,489,0
fla,S,Supreme Court of Florida,1993,432,0
fla,S,Supreme Court of Florida,1994,450,1
fla,S,Supreme Court of Florida,1995,351,0
fla,S,Supreme Court of Florida,1996,364,0
fla,S,Supreme Court of Florida,1997,350,1
fla,S,Supreme Court of Florida,1998,325,0
fla,S,Supreme Court of Florida,1999,220,0
fla,S,Supreme Court of Florida,2000,433,0
fla,S,Supreme Court of Florida,2001,372,0
fla,S,Supreme Court of Florida,2002,292,0
fla,S,Supreme Court of Florida,2003,217,0
fla,S,Supreme Court of Florida,2004,230,0
fla,S,Supreme Court of Florida,2005,327,0
fla,S,Supreme Court of Florida,2006,510,0
fla,S,Supreme Court of Florida,2007,718,0
fla,S,Supreme Court of Florida,2008,1311,0
fla,S,Supreme Court of Florida,2009,1333,0
fla,S,Supreme Court of Florida,2010,1310,1
fla,S,Supreme Court of Florida,2011,833,0
fla,S,Supreme Court of Florida,2012,318,0
fla,S,Supreme Court of Florida,2013,194,0
fla,S,Supreme Court of Florida,2014,244,0
fla,S,Supreme Court of Florida,2015,222,0
fla,S,Supreme Court of Florida,2016,206,0
fla,S,Supreme Court of Florida,2017,283,1
fla,S,Supreme Court of Florida,2018,416,1
fla,S,Supreme Court of Florida,2019,136,4
fla,S,Supreme Court of Florida,2020,140,0
fla,S,Supreme Court of Florida,2021,147,0
fla,S,Supreme Court of Florida,2022,119,0
fla,S,Supreme Court of Florida,2023,128,0
fla,S,Supreme Court of Florida,2024,131,0
fla,S,Supreme Court of Florida,2025,135,0
fladistctapp,SA,District Court of Appeal of Florida,1990,4790,0
fladistctapp,SA,District Court of Appeal of Florida,1991,5075,0
fladistctapp,SA,District Court of Appeal of Florida,1992,4709,0
fladistctapp,SA,District Court of Appeal of Florida,1993,4376,0
fladistctapp,SA,District Court of Appeal of Florida,1994,4435,0
fladistctapp,SA,District Court of Appeal of Florida,1995,4594,0
fladistctapp,SA,District Court of Appeal of Florida,1996,4686,0
fladistctapp,SA,District Court of Appeal of Florida,1997,4759,0
fladistctapp,SA,District Court of Appeal of Florida,1998,5167,0
fladistctapp,SA,District Court of Appeal of Florida,1999,5184,0
fladistctapp,SA,District Court of Appeal of Florida,2000,5448,0
fladistctapp,SA,District Court of Appeal of Florida,2001,5251,0
fladistctapp,SA,District Court of Appeal of Florida,2002,4794,0
fladistctapp,SA,District Court of Appeal of Florida,2003,4595,0
fladistctapp,SA,District Court of Appeal of Florida,2004,4676,0
fladistctapp,SA,District Court of Appeal of Florida,2005,4971,0
fladistctapp,SA,District Court of Appeal of Florida,2006,6011,0
fladistctapp,SA,District Court of Appeal of Florida,2007,6830,0
fladistctapp,SA,District Court of Appeal of Florida,2008,12930,0
fladistctapp,SA,District Court of Appeal of Florida,2009,13540,0
fladistctapp,SA,District Court of Appeal of Florida,2010,12697,0
fladistctapp,SA,District Court of Appeal of Florida,2011,7755,0
fladistctapp,SA,District Court of Appeal of Florida,2012,6091,0
fladistctapp,SA,District Court of Appeal of Florida,2013,3536,0
fladistctapp,SA,District Court of Appeal of Florida,2014,4722,0
fladistctapp,SA,District Court of Appeal of Florida,2015,5935,0
fladistctapp,SA,District Court of Appeal of Florida,2016,10641,0
fladistctapp,SA,District Court of Appeal of Florida,2017,17211,0
fladistctapp,SA,District Court of Appeal of Florida,2018,21044,0
fladistctapp,SA,District Court of Appeal of Florida,2019,18912,0
fladistctapp,SA,District Court of Appeal of Florida,2020,2393,0
fladistctapp,SA,District Court of Appeal of Florida,2021,3303,0
fladistctapp,SA,District Court of Appeal of Florida,2022,3847,0
fladistctapp,SA,District Court of Appeal of Florida,2023,4487,0
fladistctapp,SA,District Court of Appeal of Florida,2024,6942,0
fladistctapp,SA,District Court of Appeal of Florida,2025,4712,0
fladistctapp1,SA,Florida First District Court of Appeal,2018,1,0
fladistctapp1,SA,Florida First District Court of Appeal,2019,43,0
fladistctapp2,SA,Florida Second District Court of Appeal,2018,1,0
fladistctapp2,SA,Florida Second District Court of Appeal,2019,56,0
fladistctapp3,SA,Florida Third District Court of Appeal,2017,111,0
fladistctapp3,SA,Florida Third District Court of Appeal,2018,72,0
fladistctapp3,SA,Florida Third District Court of Appeal,2019,39,0
fladistctapp4,SA,Florida Fourth District Court of Appeal,2019,15,0
fladistctapp5,SA,Florida Fifth District Court of Appeal,2019,28,0
ga,S,Supreme Court of Georgia,1990,331,0
ga,S,Supreme Court of Georgia,1991,410,0
ga,S,Supreme Court of Georgia,1992,314,0
ga,S,Supreme Court of Georgia,1993,348,0
ga,S,Supreme Court of Georgia,1994,347,0
ga,S,Supreme Court of Georgia,1995,401,0
ga,S,Supreme Court of Georgia,1996,402,0
ga,S,Supreme Court of Georgia,1997,370,0
ga,S,Supreme Court of Georgia,1998,394,0
ga,S,Supreme Court of Georgia,1999,392,0
ga,S,Supreme Court of Georgia,2000,347,0
ga,S,Supreme Court of Georgia,2001,352,0
ga,S,Supreme Court of Georgia,2002,350,0
ga,S,Supreme Court of Georgia,2003,363,0
ga,S,Supreme Court of Georgia,2004,353,0
ga,S,Supreme Court of Georgia,2005,358,0
ga,S,Supreme Court of Georgia,2006,356,0
ga,S,Supreme Court of Georgia,2007,350,0
ga,S,Supreme Court of Georgia,2008,373,0
ga,S,Supreme Court of Georgia,2009,358,0
ga,S,Supreme Court of Georgia,2010,419,0
ga,S,Supreme Court of Georgia,2011,364,0
ga,S,Supreme Court of Georgia,2012,396,0
ga,S,Supreme Court of Georgia,2013,377,0
ga,S,Supreme Court of Georgia,2014,437,0
ga,S,Supreme Court of Georgia,2015,585,0
ga,S,Supreme Court of Georgia,2016,397,0
ga,S,Supreme Court of Georgia,2017,370,366
ga,S,Supreme Court of Georgia,2018,625,0
ga,S,Supreme Court of Georgia,2019,549,0
ga,S,Supreme Court of Georgia,2020,342,0
ga,S,Supreme Court of Georgia,2021,250,0
ga,S,Supreme Court of Georgia,2022,234,0
ga,S,Supreme Court of Georgia,2023,233,0
ga,S,Supreme Court of Georgia,2024,251,0
ga,S,Supreme Court of Georgia,2025,264,0
gactapp,SA,Court of Appeals of Georgia,1990,1543,0
gactapp,SA,Court of Appeals of Georgia,1991,1479,0
gactapp,SA,Court of Appeals of Georgia,1992,1559,0
gactapp,SA,Court of Appeals of Georgia,1993,1513,0
gactapp,SA,Court of Appeals of Georgia,1994,1404,0
gactapp,SA,Court of Appeals of Georgia,1995,1116,0
gactapp,SA,Court of Appeals of Georgia,1996,1304,0
gactapp,SA,Court of Appeals of Georgia,1997,1533,0
gactapp,SA,Court of Appeals of Georgia,1998,1570,0
gactapp,SA,Court of Appeals of Georgia,1999,1609,0
gactapp,SA,Court of Appeals of Georgia,2000,1488,0
gactapp,SA,Court of Appeals of Georgia,2001,1413,0
gactapp,SA,Court of Appeals of Georgia,2002,1476,0
gactapp,SA,Court of Appeals of Georgia,2003,1449,0
gactapp,SA,Court of Appeals of Georgia,2004,1485,0
gactapp,SA,Court of Appeals of Georgia,2005,1347,0
gactapp,SA,Court of Appeals of Georgia,2006,1396,0
gactapp,SA,Court of Appeals of Georgia,2007,1359,0
gactapp,SA,Court of Appeals of Georgia,2008,1462,0
gactapp,SA,Court of Appeals of Georgia,2009,1426,0
gactapp,SA,Court of Appeals of Georgia,2010,1185,0
gactapp,SA,Court of Appeals of Georgia,2011,1186,0
gactapp,SA,Court of Appeals of Georgia,2012,2861,0
gactapp,SA,Court of Appeals of Georgia,2013,3584,0
gactapp,SA,Court of Appeals of Georgia,2014,3130,0
gactapp,SA,Court of Appeals of Georgia,2015,2495,0
gactapp,SA,Court of Appeals of Georgia,2016,2526,0
gactapp,SA,Court of Appeals of Georgia,2017,2303,0
gactapp,SA,Court of Appeals of Georgia,2018,2386,0
gactapp,SA,Court of Appeals of Georgia,2019,2511,0
gactapp,SA,Court of Appeals of Georgia,2020,1946,0
gactapp,SA,Court of Appeals of Georgia,2021,1867,0
gactapp,SA,Court of Appeals of Georgia,2022,1929,0
